Symbol,Name,Asset Class,Assets,Avg. Daily Volume,Price,Inverse,Leveraged,Smart Beta,Currency Hedged,1 Week Returns,1 Month Returns,YTD Price Change,1 Year Returns,3 Year Returns,5 Year Returns,1 Week FF,4 Week FF,YTD FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Annual Dividend Rate,Dividend Date,Dividend, Annual Dividend Yield %, Dividend Frequency, Standard Deviation,P/E Ratio,Beta,5-Day Volatility,20-Day Volatility,50-Day Volatility,200-Day Volatility,Issuer,# of Holdings,% In Top 10,% In Top 15,% In Top 50,ST Cap Gains,LT Cap Gains,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity,Expenses,Performance,Volatility,ETF Database Pro,Dividend.1,Concentration,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),ESG Exclusion Criteria (%),Sustainable Impact Solutions (%),Type
FBOT,Fidelity Disruptive Automation ETF,Equity,92083800,14913,24.10,False,False,False,False,-3.56%,-12.44%,-14.43%,0.10%,nan,nan,0.0,0.0,5.725691,-7.490851,54.104825,84.044862,nan,2023-06-12,0.50%,0.13,2025-03-21,0.07,0.50%,Quarterly,1.45%,,,125.36%,49.19%,35.25%,28.43%,Fidelity,47,40.24%,53.51%,100.00%,40%,20%,1099,22.58,28.05,23.85,24.37,38.13,B+,B+,C+,C+,B-,B-,nan,7.26,83.55%,81.99%,36.32,4.66%,7.79%,Equity
FDCF,Fidelity Disruptive Communications ETF,Equity,58000600,9673,33.97,False,False,False,False,-3.14%,-10.11%,-10.06%,13.91%,nan,nan,0.0,0.0,8.201945,11.874167,37.293051,43.078942,nan,2023-06-12,0.50%,0.03,2024-06-21,0.03,0.07%,Quarterly,2.59%,,,177.20%,50.59%,37.22%,29.56%,Fidelity,43,46.40%,61.01%,99.98%,40%,20%,1099,32.02,39.39,33.54,34.50,39.94,B,B+,A,C+,B,C,nan,5.62,45.35%,29.45%,31.6,5.42%,4.12%,Equity
FDFF,Fidelity Disruptive Finance ETF,Equity,44278600,7402,32.93,False,False,False,False,-1.39%,-7.04%,-10.78%,12.22%,nan,nan,0.0,0.0,0.0,-2.421335,13.506009,28.675502,nan,2023-06-12,0.50%,0.27,2025-03-21,0.04,0.76%,Quarterly,3.29%,,,157.73%,50.84%,36.36%,29.01%,Fidelity,43,48.40%,63.92%,100.03%,40%,20%,1099,30.54,37.01,32.60,33.31,43.17,B-,B+,A-,C+,B,B-,nan,6.24,31.56%,41.97%,3.5,0.00%,0.38%,Equity
FDTX,Fidelity Disruptive Technology ETF,Equity,140163000,24900,29.03,False,False,False,False,-4.25%,-12.64%,-17.88%,-0.96%,nan,nan,0.0,0.0,7.407195,3.83119,87.131241,120.459599,nan,2023-06-12,0.50%,0.00,nan,nan,0.00%,Quarterly,2.36%,,,188.26%,59.35%,45.19%,36.08%,Fidelity,46,45.94%,58.30%,99.98%,40%,20%,1099,27.29,34.30,28.73,29.38,38.84,A-,B+,A,C,B,C,nan,6.96,74.33%,71.21%,25.24,7.25%,6.98%,Equity
FMED,Fidelity Disruptive Medicine ETF,Equity,47162100,5113,22.14,False,False,False,False,-3.83%,-9.44%,-10.21%,-5.38%,nan,nan,0.0,0.0,0.0,0.0,37.251662,48.708214,nan,2023-06-12,0.50%,0.11,2024-12-20,0.11,0.48%,Quarterly,1.06%,,,90.44%,38.63%,29.18%,23.89%,Fidelity,64,38.61%,52.47%,99.84%,40%,20%,1099,21.04,24.98,22.01,22.27,39.48,B,B+,C,B-,B-,C,nan,6.19,34.37%,40.83%,17.12,0.00%,21.37%,Equity
LSGR,Natixis Loomis Sayles Focused Growth ETF,Equity,299781000,30043,31.91,False,False,False,False,-5.74%,-10.26%,-17.80%,8.06%,nan,nan,0.983253,7.984133,51.288117,163.075001,303.729662,303.729662,Large Cap Growth Equities,2023-06-29,0.59%,0.05,2025-04-08,0.02,0.15%,Annually,3.03%,,,179.11%,54.68%,40.15%,32.03%,Groupe BPCE,22,67.32%,87.14%,100.01%,40%,20%,1099,30.96,37.16,31.57,32.19,38.2,C,B,nan,C+,C,B-,nan,6.12,10.02%,38.69%,10.17,11.89%,15.97%,Equity
DUBS,Aptus Large Cap Enhanced Yield ETF,Equity,202903000,25341,28.39,False,False,False,False,-4.48%,-8.82%,-11.65%,4.66%,nan,nan,0.0,5.2055,15.7135,46.13725,190.313225,190.313225,nan,2023-06-14,0.39%,0.82,2025-03-28,0.16,2.71%,Quarterly,1.67%,,,123.39%,46.69%,32.52%,24.81%,Aptus Holdings LLC,363,40.84%,47.71%,68.03%,40%,20%,1099,27.31,32.37,28.13,28.68,38.96,B+,A-,A-,B,A-,B+,nan,6.4,33.78%,47.46%,84.54,10.42%,6.09%,Equity
TCAF,T. Rowe Price Capital Appreciation Equity ETF,Equity,3825110000,1050494,29.73,False,False,False,False,-5.26%,-9.05%,-10.64%,3.41%,nan,nan,6.555171,196.987305,1136.024409,2643.287374,3862.576404,3862.576404,nan,2023-06-14,0.31%,0.14,2024-12-23,0.15,0.47%,Annually,1.49%,,,117.97%,43.86%,30.39%,23.09%,T. Rowe Price Group Inc.,94,40.14%,51.08%,89.84%,40%,20%,1099,28.93,33.81,29.38,30.15,38.21,A,A-,A-,B,A-,B-,nan,6.71,77.00%,60.60%,186.25,12.65%,7.07%,Equity
TMSL,T. Rowe Price Small-Mid Cap ETF,Equity,650068000,292016,27.64,False,False,False,False,-2.64%,-10.29%,-14.28%,-4.25%,nan,nan,26.478294,173.454795,351.838827,631.502463,700.576095,700.576095,nan,2023-06-15,0.55%,0.14,2024-12-23,0.14,0.49%,Annually,1.71%,,,164.14%,51.36%,35.92%,27.86%,T. Rowe Price Group Inc.,266,10.60%,14.83%,38.64%,40%,20%,1099,25.98,32.27,27.25,28.08,38.33,A-,B,A-,B-,B+,B-,nan,5.92,48.82%,34.69%,105.62,4.99%,6.15%,Equity
TOUS,T. Rowe Price International Equity ETF,Equity,597629000,302427,28.64,False,False,False,False,1.27%,-3.99%,9.33%,12.64%,nan,nan,4.265323,200.848155,504.291283,513.585394,573.959333,573.959333,nan,2023-06-14,0.50%,0.79,2024-12-23,0.79,2.69%,Annually,1.04%,,,113.98%,38.58%,27.67%,21.29%,T. Rowe Price Group Inc.,177,15.88%,22.38%,51.95%,40%,20%,1099,26.30,30.75,28.38,28.98,50.5,B,B+,B-,B,B,B-,nan,7.48,39.88%,87.82%,92.71,15.20%,4.89%,Equity
TVAL,T. Rowe Price Value ETF,Equity,409618000,35378,29.06,False,False,False,False,-2.94%,-8.15%,-5.71%,1.99%,nan,nan,5.807925,23.670401,322.402255,360.051369,404.549721,404.549721,nan,2023-06-14,0.33%,0.36,2024-12-23,0.36,1.19%,Annually,1.19%,,,98.91%,39.07%,27.02%,20.83%,T. Rowe Price Group Inc.,148,20.68%,28.65%,60.77%,40%,20%,1099,27.79,32.89,28.69,29.49,39.31,B,A-,B+,B+,B+,B,nan,6.39,31.17%,47.00%,247.28,12.65%,3.60%,Equity
TGRT,T. Rowe Price Growth ETF,Equity,633124000,73362,31.64,False,False,False,False,-5.69%,-9.88%,-16.45%,4.09%,nan,nan,8.012338,34.864308,299.448096,592.352168,642.154441,642.154441,nan,2023-06-14,0.38%,0.03,2024-12-23,0.03,0.10%,Annually,2.34%,,,171.40%,54.71%,39.18%,30.54%,T. Rowe Price Group Inc.,80,58.65%,67.87%,91.26%,40%,20%,1099,30.45,36.63,31.25,32.13,38.5,A,A-,A,C+,B+,C+,nan,6.5,55.74%,51.84%,21.03,8.05%,9.92%,Equity
FDIF,Fidelity Disruptors ETF,Equity,77890800,8814,27.48,False,False,False,False,-3.31%,-10.41%,-12.91%,4.28%,nan,nan,0.0,0.0,-3.074094,-17.916326,7.037049,45.428183,nan,2023-06-20,0.50%,0.14,2025-03-21,0.03,0.47%,Quarterly,1.90%,,,145.73%,49.06%,35.74%,28.01%,Fidelity,7,100.00%,100.00%,100.00%,40%,20%,1099,25.83,31.62,27.23,27.79,39.05,B+,B+,B+,B-,B,B-,nan,6.43,14.54%,49.12%,22.57,3.50%,7.64%,Equity
GJUN,FT Vest U.S. Equity Moderate Buffer ETF - June,Equity,258341000,31903,33.69,False,False,False,False,-2.35%,-4.93%,-6.41%,2.78%,nan,nan,0.0,3.2068,-38.558675,41.858075,213.13205,213.13205,nan,2023-06-16,0.85%,0.00,nan,nan,0.00%,Annually,1.09%,,,65.37%,27.58%,19.05%,14.31%,First Trust Advisors LP,2,100.00%,100.00%,100.00%,40%,20%,1099,32.85,36.26,33.52,33.85,39.91,A,C+,B,A-,B,C,nan,,nan,nan,nan,nan,nan,Equity
JETU,MAX Airlines 3X Leveraged ETNs,Equity,1889200,2990,11.82,False,False,False,False,-8.14%,-44.18%,-58.78%,-43.52%,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,Leveraged Equities,2023-06-20,0.95%,0.00,nan,nan,0.00%,nan,4.90%,,,455.77%,206.75%,142.31%,106.62%,BMO Financial Group,0,nan,nan,nan,40%,20%,1099,7.60,23.60,11.64,11.90,34.57,nan,C,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,Equity
JETD,MAX Airlines -3X Inverse Leveraged ETNs,Equity,3542200,14129,17.65,True,-3x,False,False,7.43%,20.31%,46.57%,-19.70%,nan,nan,0.0,0.0,0.420843,0.420843,0.420843,0.420843,Inverse Equities,2023-06-21,0.95%,0.00,nan,nan,0.00%,nan,4.44%,,,566.45%,247.07%,165.16%,121.44%,BMO Financial Group,0,nan,nan,nan,40%,20%,1099,11.44,23.50,17.27,18.12,53.32,nan,C,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,Equity
VFLO,VictoryShares Free Cash Flow ETF,Equity,3278360000,1536538,31.12,False,False,False,False,-2.20%,-10.59%,-8.29%,1.99%,nan,nan,53.335964,230.074489,1942.751832,3273.384381,3543.639796,3543.639796,Large Cap Blend Equities,2023-06-21,0.39%,0.46,2025-04-10,0.04,1.39%,Monthly,1.91%,,,93.05%,46.89%,32.07%,24.49%,Victory Capital,51,33.02%,45.68%,99.84%,40%,20%,1099,29.36,36.01,30.77,31.49,39.55,nan,B,nan,nan,nan,nan,nan,6.61,68.72%,56.17%,108.62,5.20%,5.73%,Equity
HCMT,Direxion HCM Tactical Enhanced US ETF,Equity,322973000,69595,24.95,False,False,False,False,-5.96%,-20.26%,-30.73%,-6.18%,nan,nan,1.2865,4.17285,29.327775,119.3764,351.018175,351.018175,nan,2023-06-22,1.17%,1.01,2025-03-25,0.06,3.90%,Quarterly,3.37%,,,47.10%,60.83%,47.38%,40.46%,Rafferty Asset Management,504,44.16%,49.72%,65.77%,40%,20%,1099,22.81,33.58,24.55,25.38,30.89,A-,C,A,C,B,B,nan,6.33,54.78%,44.60%,92.77,9.53%,5.48%,Equity
ICOP,iShares Copper and Metals Mining ETF,Equity,46438300,16289,25.26,False,False,False,False,1.70%,-10.42%,-1.01%,-15.68%,nan,nan,0.0,1.211125,15.969005,40.27046,50.504045,50.504045,nan,2023-06-23,0.47%,0.48,2024-12-17,0.42,1.75%,Semi-Annually,2.25%,,,132.44%,66.85%,49.85%,39.04%,BlackRock Inc.,43,61.75%,79.53%,100.00%,40%,20%,1099,21.32,28.94,25.01,25.51,48.63,A-,B+,B+,C,B+,B+,nan,5.38,42.38%,26.07%,393.08,8.12%,0.03%,Equity
ILIT,iShares Lithium Miners and Producers ETF,Equity,3243900,5425,7.25,False,False,False,False,-2.86%,-19.12%,-18.12%,-39.86%,nan,nan,0.0,0.0,0.0,2.593005,3.853905,3.853905,nan,2023-06-23,0.47%,0.57,2024-12-17,0.50,7.37%,Semi-Annually,1.44%,,,70.80%,60.05%,44.21%,36.59%,BlackRock Inc.,30,60.38%,77.96%,100.00%,40%,20%,1099,6.33,9.07,7.17,7.33,37.72,B-,B+,C,C,B-,B,nan,5.46,45.70%,27.21%,267.77,0.00%,7.40%,Equity
CARD,MAX Auto Industry -3x Inverse Leveraged ETN,Equity,2379500,30870,7.93,True,-3x,False,False,13.94%,-7.68%,17.29%,-59.49%,nan,nan,0.0,0.0,1.198058,1.198058,1.198058,1.198058,Inverse Equities,2023-06-27,0.95%,0.00,nan,nan,0.00%,nan,3.25%,,,428.60%,201.63%,144.04%,112.91%,BMO Financial Group,0,nan,nan,nan,40%,20%,1099,6.10,9.33,7.53,8.25,51.18,nan,C,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,Equity
CARU,MAX Auto Industry 3X Leveraged ETN,Equity,2528300,2108,15.82,False,3x,False,False,-13.54%,-19.42%,-45.55%,-0.36%,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,Leveraged Equities,2023-06-27,0.95%,0.00,nan,nan,0.00%,nan,4.72%,,,331.33%,167.33%,125.50%,102.01%,BMO Financial Group,0,nan,nan,nan,40%,20%,1099,13.37,25.04,15.69,15.88,40.44,nan,C,nan,nan,nan,nan,nan,,nan,nan,nan,nan,nan,Equity
AVGV,Avantis All Equity Markets Value ETF,Equity,118908000,18622,57.02,False,False,False,False,-0.92%,-7.25%,-6.50%,1.09%,nan,nan,0.0,-2.720521,9.931633,58.513277,119.211022,119.211022,All Cap Equities,2023-06-27,0.26%,1.42,2024-12-19,0.75,2.42%,Semi-Annually,2.22%,,,82.52%,43.45%,29.78%,22.78%,American Century Investments,7,100.00%,100.00%,100.00%,40%,20%,1099,53.15,63.80,56.45,57.76,42.85,B,A-,nan,B,B,C,nan,,nan,nan,nan,nan,nan,Equity
AVNM,Avantis All International Markets Equity ETF,Equity,172024000,41751,57.62,False,False,False,False,1.19%,-3.57%,5.20%,9.51%,nan,nan,2.880085,63.90156,103.041364,149.043066,164.048377,164.048377,nan,2023-06-27,0.31%,1.92,2024-12-19,0.99,3.28%,Semi-Annually,1.62%,,,80.16%,38.28%,26.69%,20.56%,American Century Investments,6,100.00%,100.00%,100.00%,40%,20%,1099,52.49,61.53,57.12,58.22,51.26,B,A-,B,B,B+,B+,nan,6.82,4.88%,65.22%,246.7,6.50%,5.58%,Equity
AVNV,Avantis All International Markets Value ETF,Equity,32737100,9133,58.34,False,False,False,False,1.38%,-3.23%,5.51%,9.27%,nan,nan,18.094793,26.935186,28.66958,29.399166,31.531769,31.531769,nan,2023-06-27,0.34%,1.94,2024-12-19,1.15,3.27%,Semi-Annually,1.62%,,,75.84%,38.26%,26.56%,20.40%,American Century Investments,4,100.00%,100.00%,100.00%,40%,20%,1099,52.99,62.22,58.04,58.71,51.99,C+,A-,B,B,B,B+,nan,6.6,1.67%,55.83%,288.51,5.73%,5.37%,Equity
BDVG,IMGP Berkshire Dividend Growth ETF,Equity,8556000,5319,10.79,False,False,True,False,-2.55%,-7.74%,-5.53%,1.51%,nan,nan,0.0,0.0,0.01375,4.5,7.6995,7.6995,Large Cap Growth Equities,2023-06-30,0.55%,0.21,2025-03-27,0.05,1.93%,Annually,0.42%,,,100.11%,38.52%,26.69%,20.29%,Eurazeo SA,40,35.55%,49.76%,100.02%,40%,20%,1099,10.30,12.11,10.72,10.87,40.59,nan,B+,nan,nan,nan,nan,nan,6.43,21.15%,48.87%,198.19,8.56%,1.41%,Equity
IVVB,iShares Large Cap Deep Buffer ETF,Equity,247950000,123659,28.05,False,False,False,False,-2.65%,-5.20%,-8.15%,6.08%,nan,nan,0.0,18.093419,173.174925,200.13012,240.613862,240.613862,nan,2023-06-28,0.50%,0.27,2024-12-30,0.27,0.92%,Annually,1.36%,,,71.74%,26.50%,18.78%,14.87%,BlackRock Inc.,2,100.00%,100.00%,100.00%,40%,20%,1099,27.41,30.25,27.91,28.22,38.38,B+,B+,B,B+,B,C,nan,6.42,72.86%,48.42%,94.23,12.03%,6.93%,Equity
IVVM,iShares Large Cap Moderate Buffer ETF,Equity,83435200,32040,28.87,False,False,False,False,-3.46%,-5.42%,-5.86%,7.36%,nan,nan,-1.172198,3.631497,2.261697,44.317636,69.735634,69.735634,nan,2023-06-28,0.50%,0.19,2024-12-30,0.19,0.63%,Annually,1.26%,,,82.16%,36.47%,24.43%,18.37%,BlackRock Inc.,2,100.00%,100.00%,100.00%,40%,20%,1099,28.32,31.28,28.64,29.10,41.33,B,B+,B,B+,B,C,nan,6.42,73.84%,48.49%,94.23,11.98%,6.90%,Equity
JULD,Innovator Premium Income 10 Barrier ETF - July,Equity,5362200,840,23.84,False,False,False,False,-1.95%,-3.60%,-2.68%,2.95%,nan,nan,0.0,0.596018,0.596018,1.193963,5.527403,5.527403,nan,2023-07-03,0.79%,1.94,2025-03-31,0.47,7.87%,Quarterly,0.55%,,,59.34%,29.82%,19.23%,13.76%,Innovator,3,100.01%,100.01%,100.01%,40%,20%,1099,23.16,25.33,23.75,23.88,43.62,B-,B-,B-,A-,B+,A,nan,,nan,nan,nan,nan,nan,Equity
JULH,Innovator Premium Income 20 Barrier ETF - July,Equity,18909700,3511,24.41,False,False,False,False,-0.72%,-1.57%,-0.52%,4.41%,nan,nan,0.0,0.0,-0.629358,-4.38185,19.23474,19.23474,nan,2023-07-03,0.79%,1.66,2025-03-31,0.40,6.68%,Quarterly,0.47%,,,39.43%,22.02%,14.07%,10.07%,Innovator,3,100.00%,100.00%,100.00%,40%,20%,1099,23.79,25.24,24.30,24.51,47.34,B,B-,B-,A-,B+,A,nan,,nan,nan,nan,nan,nan,Equity
JULJ,Innovator Premium Income 30 Barrier ETF - July,Equity,19772000,2981,24.72,False,False,False,False,-0.10%,-0.43%,0.59%,4.90%,nan,nan,0.0,-1.23514,-2.484915,-5.609158,19.807198,19.807198,nan,2023-07-03,0.79%,1.43,2025-03-31,0.34,5.75%,Quarterly,0.41%,,,5.10%,14.46%,9.22%,6.60%,Innovator,3,100.00%,100.00%,100.00%,40%,20%,1099,24.25,25.12,24.67,24.76,50.69,B,B-,C+,A,B+,A,nan,,nan,nan,nan,nan,nan,Equity
JULQ,Innovator Premium Income 40 Barrier ETF - July,Equity,7436800,1021,24.78,False,False,False,False,-0.07%,-0.12%,0.82%,4.66%,nan,nan,0.0,0.0,-0.626408,-1.245343,7.43571,7.43571,nan,2023-07-03,0.79%,1.28,2025-03-31,0.31,5.13%,Quarterly,0.36%,,,2.07%,8.56%,5.48%,3.94%,Innovator,3,100.00%,100.00%,100.00%,40%,20%,1099,24.45,25.02,nan,nan,52.1,B-,B-,C+,A,B,A-,nan,,nan,nan,nan,nan,nan,Equity
MUSQ,MUSQ Global Music Industry Index ETF,Equity,21623600,1548,23.35,False,False,False,False,-1.03%,-6.78%,-1.48%,-2.65%,nan,nan,-0.00333,-0.004975,-0.006835,2.240303,22.293876,22.293876,Consumer Discretionary Equities,2023-07-06,0.77%,0.25,2024-12-30,0.26,1.04%,Annually,1.08%,,,80.48%,41.36%,29.92%,23.54%,Exchange Traded Concepts,30,72.37%,87.53%,99.99%,40%,20%,1099,21.86,26.06,23.35,23.35,42.87,B-,B-,nan,A-,B,B,nan,5.56,29.38%,28.67%,10.86,5.72%,0.10%,Equity
FLOW,Global X U.S. Cash Flow Kings 100 ETF,Equity,9913700,8260,27.74,False,False,False,False,-1.42%,-10.12%,-11.12%,-5.30%,nan,nan,0.277272,1.09612,5.580864,7.726163,10.235778,10.235778,nan,2023-07-10,0.25%,0.67,2025-04-03,0.06,2.33%,Monthly,1.32%,,,102.88%,54.53%,37.16%,27.72%,Mirae Asset Global Investments Co. Ltd.,101,19.82%,29.11%,74.33%,40%,20%,1099,25.88,32.37,27.54,27.90,40.53,C+,A-,B,B-,B,B+,nan,6.48,52.41%,51.07%,99.63,4.78%,4.50%,Equity
CHPS,Xtrackers Semiconductor Select Equity ETF,Equity,5788800,1235,24.33,False,False,False,False,-4.51%,-17.17%,-18.92%,-15.81%,nan,nan,0.0,0.0,0.30628,0.197155,1.015555,1.015555,nan,2023-07-13,0.15%,0.53,2025-03-21,0.06,1.98%,Quarterly,2.52%,,,221.59%,75.57%,54.89%,43.84%,Deutsche Bank AG,55,47.38%,67.41%,99.51%,40%,20%,1099,22.24,30.06,24.33,24.33,38.95,C+,A,A,C,B,B-,nan,7.97,96.78%,96.90%,56.57,0.00%,10.19%,Equity
PSWD,Xtrackers Cybersecurity Select Equity ETF,Equity,7012200,438,30.93,False,False,False,False,-3.39%,-8.73%,-5.64%,9.73%,nan,nan,0.0,0.787725,0.76415,0.72405,0.726,0.726,nan,2023-07-13,0.20%,0.45,2024-12-20,0.06,1.39%,Quarterly,2.22%,,,126.32%,48.21%,36.24%,28.74%,Deutsche Bank AG,52,48.75%,62.47%,99.58%,40%,20%,1099,29.43,35.00,30.71,31.36,41.59,C,A,A-,C+,B,B,nan,6.56,55.44%,54.15%,84.3,0.00%,4.44%,Equity
UPGR,Xtrackers US Green Infrastructure Select Equity ETF,Equity,3318500,397,14.27,False,False,False,False,-3.12%,-9.29%,-20.50%,-19.41%,nan,nan,0.0,0.0,-5e-05,0.0098,0.648475,0.648475,nan,2023-07-12,0.35%,0.18,2025-03-21,0.02,1.20%,Quarterly,1.38%,,,83.35%,48.87%,37.06%,33.02%,Deutsche Bank AG,48,30.79%,44.47%,100.00%,40%,20%,1099,13.59,16.09,14.27,14.27,39.89,C,A-,C,C,C+,B,nan,6.37,47.98%,46.45%,160.86,2.60%,26.97%,Equity
TXS,Texas Capital Texas Equity Index ETF,Equity,26220000,3794,29.26,False,False,False,False,-2.71%,-6.87%,-9.79%,10.94%,nan,nan,-0.597,-1.8766,-0.5048,3.0535,12.4413,12.4413,All Cap Equities,2023-07-12,0.49%,0.27,2025-03-26,0.07,0.89%,Annually,2.10%,,,91.28%,47.25%,33.84%,26.39%,Texas Capital Bancshares Inc.,206,39.35%,51.02%,86.53%,40%,20%,1099,27.88,32.85,28.94,29.60,42.14,C+,B,nan,B-,C+,B-,nan,6.46,80.01%,50.15%,224.81,3.47%,6.57%,Equity
MKOR,Matthews Korea Active ETF,Equity,45552900,2576,21.70,False,False,False,False,0.36%,-2.05%,4.47%,-8.54%,nan,nan,0.0,0.0,-1.32084,-9.94626,-9.633671,-9.633671,Asia Pacific Equities,2023-07-17,0.79%,1.10,2024-12-18,1.10,4.93%,Annually,1.35%,,,69.27%,34.89%,27.37%,23.27%,Matthews International Capital Management,39,52.14%,66.31%,100.01%,40%,20%,1099,20.27,22.62,21.38,21.86,50.44,nan,B-,nan,nan,nan,B-,nan,5.52,44.44%,28.04%,121.81,13.16%,4.11%,Equity
TJUL,Innovator Equity Defined Protection ETF - 2 Yr to July 2025,Equity,156813000,47011,27.30,False,False,False,False,-1.41%,-2.50%,-1.69%,5.11%,nan,nan,0.0,-7.63882,-46.893235,-84.980953,133.487765,133.487765,nan,2023-07-18,0.79%,0.00,nan,nan,0.00%,Annually,0.58%,,,2.78%,16.46%,10.84%,7.81%,Innovator,2,100.00%,100.00%,100.00%,40%,20%,1099,26.95,28.41,27.11,27.49,42.03,A,B-,B-,A,B,C,nan,,nan,nan,nan,nan,nan,Equity
AVDS,Avantis International Small Cap Equity ETF,Equity,83852500,18678,54.69,False,False,False,False,1.87%,-2.13%,5.52%,10.52%,nan,nan,0.0,6.46724,19.489724,44.76552,58.839876,58.839876,nan,2023-07-18,0.30%,1.59,2024-12-17,0.78,2.89%,Semi-Annually,1.50%,,,79.81%,38.87%,27.08%,21.05%,American Century Investments,2808,3.14%,4.31%,11.24%,40%,20%,1099,49.21,57.54,54.26,55.18,54.22,B,A-,B-,B-,B,B,nan,6.38,36.54%,46.84%,165.56,2.18%,6.26%,Equity
GJUL,FT Vest U.S. Equity Moderate Buffer ETF - July,Equity,289424000,44038,34.36,False,False,False,False,-2.49%,-4.92%,-6.28%,3.85%,nan,nan,0.0,27.932225,-10.97345,15.079325,250.59915,250.59915,nan,2023-07-21,0.85%,0.00,nan,nan,0.00%,Annually,1.13%,,,61.05%,27.13%,18.74%,13.98%,First Trust Advisors LP,2,100.00%,100.00%,100.00%,40%,20%,1099,33.54,36.97,34.14,34.60,39.95,A,C+,B+,A-,B,C,nan,,nan,nan,nan,nan,nan,Equity
XJUL,FT Vest U.S. Equity Enhance & Moderate Buffer ETF - July,Equity,62348800,18879,33.72,False,False,False,False,-2.65%,-4.73%,-4.93%,2.32%,nan,nan,0.0,20.46885,15.9956,24.159475,57.936225,57.936225,nan,2023-07-21,0.85%,0.00,nan,nan,0.00%,Annually,0.90%,,,58.39%,28.57%,18.98%,13.79%,First Trust,2,100.00%,100.00%,100.00%,40%,20%,1099,33.00,36.26,33.55,33.84,40.51,B+,C+,B,A-,B-,C,nan,,nan,nan,nan,nan,nan,Equity
AMZY,YieldMax AMZN Option Income Strategy ETF,Equity,216150000,273125,14.07,False,False,False,False,-7.07%,-10.72%,-16.82%,-2.03%,nan,nan,1.089148,-1.161783,29.74116,253.267803,319.689293,319.689293,nan,2023-07-24,1.17%,8.47,2025-04-10,0.49,56.34%,Monthly,1.09%,,,90.63%,47.86%,35.49%,29.33%,Tidal Financial Group,9,100.01%,100.01%,100.01%,40%,20%,1099,13.73,16.59,13.90,14.24,36.7,A,C,A,C,B+,A,nan,5.86,50.86%,33.09%,1.57,0.00%,0.00%,Equity
DYLG,Global X Dow 30 Covered Call & Growth ETF,Equity,2169100,2329,23.58,False,False,False,False,-5.82%,-8.33%,-8.60%,2.51%,nan,nan,-0.000267,0.483236,0.483009,-0.338764,2.242534,2.242534,nan,2023-07-25,0.35%,4.39,2025-04-21,0.13,18.05%,Monthly,1.22%,,,102.14%,39.22%,27.04%,20.40%,Mirae Asset Global Investments Co. Ltd.,33,54.77%,73.21%,99.97%,40%,20%,1099,23.23,26.65,23.32,23.91,37.34,C,A-,B-,B+,B,A-,nan,6.96,88.26%,71.06%,22.34,17.61%,3.73%,Equity
FBY,YieldMax META Option Income Strategy ETF,Equity,130904000,151624,13.72,False,False,False,False,-7.86%,-17.19%,-19.52%,-1.43%,nan,nan,7.214835,5.417218,25.322463,126.256848,190.88335,190.88335,Technology Equities,2023-07-27,1.06%,7.87,2025-03-27,0.55,54.08%,Monthly,1.85%,,,109.78%,58.22%,44.10%,35.13%,Tidal Financial Group,9,100.01%,100.01%,100.01%,40%,20%,1099,13.23,17.73,13.54,13.91,33.03,A-,C,nan,C,B-,A,nan,5.84,44.99%,32.75%,1.57,0.00%,0.00%,Equity
GOOY,YieldMax GOOGL Option Income Strategy ETF,Equity,99151500,125803,11.16,False,False,False,False,-5.90%,-7.11%,-16.23%,-6.47%,nan,nan,0.0,-0.898418,25.899698,110.910403,145.868868,145.868868,nan,2023-07-27,1.20%,5.65,2025-04-17,0.37,48.46%,Monthly,0.69%,,,122.20%,39.99%,31.72%,28.87%,Tidal Financial Group,9,100.00%,100.00%,100.00%,40%,20%,1099,10.74,12.40,11.06,11.28,40.39,A-,C,C,C+,B-,A,nan,5.85,49.39%,33.01%,1.57,0.00%,0.00%,Equity
JPEF,JPMorgan Equity Focus ETF,Equity,1219170000,176322,58.69,False,False,False,False,-4.88%,-8.55%,-12.55%,4.36%,nan,nan,12.0175,79.29125,307.5735,723.2195,1182.311867,1190.161654,nan,2023-07-28,0.50%,0.48,2024-12-24,0.39,0.77%,Annually,3.58%,,,118.62%,45.21%,31.52%,24.38%,JPMorgan Chase,41,39.95%,53.71%,100.01%,40%,20%,1099,56.97,66.61,57.86,59.71,38.24,A,B+,A,B,A-,B-,nan,6.55,62.27%,53.75%,108.18,13.38%,5.23%,Equity
